Index,ID,DAY,Grupe.ID,Grupe.nr_persoane,Grupe.speciality,LANGUAGE,NO_LESSONS_IN_2_WEEKS,PAIR,Profesori.ID,Profesori.NAME,SEMESTER,SUBJECT,TYPE
15483,11,SATURDAY,33,10,FI-231,fr,2,7,128,Maren Sparks,1,Fizica,lab
15270,3,SATURDAY,33,10,FI-231,fr,2,1,3,Karlas Nasar,1,ALGA,teorie
15271,3,SATURDAY,33,10,FI-231,fr,2,2,3,Karlas Nasar,1,ALGA,teorie
15272,3,SATURDAY,33,10,FI-231,fr,2,3,3,Karlas Nasar,1,ALGA,teorie
15273,3,SATURDAY,33,10,FI-231,fr,2,4,3,Karlas Nasar,1,ALGA,teorie
15274,3,SATURDAY,33,10,FI-231,fr,2,5,3,Karlas Nasar,1,ALGA,teorie
15275,3,SATURDAY,33,10,FI-231,fr,2,6,3,Karlas Nasar,1,ALGA,teorie
15276,3,SATURDAY,33,10,FI-231,fr,2,7,3,Karlas Nasar,1,ALGA,teorie
15312,3,SATURDAY,33,10,FI-231,fr,1,1,3,Karlas Nasar,1,ALGA,practica
15313,3,SATURDAY,33,10,FI-231,fr,1,2,3,Karlas Nasar,1,ALGA,practica
15314,3,SATURDAY,33,10,FI-231,fr,1,3,3,Karlas Nasar,1,ALGA,practica
15315,3,SATURDAY,33,10,FI-231,fr,1,4,3,Karlas Nasar,1,ALGA,practica
15316,3,SATURDAY,33,10,FI-231,fr,1,5,3,Karlas Nasar,1,ALGA,practica
15317,3,SATURDAY,33,10,FI-231,fr,1,6,3,Karlas Nasar,1,ALGA,practica
15318,3,SATURDAY,33,10,FI-231,fr,1,7,3,Karlas Nasar,1,ALGA,practica
15645,39,SATURDAY,33,10,FI-231,fr,2,1,39,Blaise Bates,1,L. Engleză 1-2,practica
15646,39,SATURDAY,33,10,FI-231,fr,2,2,39,Blaise Bates,1,L. Engleză 1-2,practica
15647,39,SATURDAY,33,10,FI-231,fr,2,3,39,Blaise Bates,1,L. Engleză 1-2,practica
15648,39,SATURDAY,33,10,FI-231,fr,2,5,39,Blaise Bates,1,L. Engleză 1-2,practica
15649,39,SATURDAY,33,10,FI-231,fr,2,6,39,Blaise Bates,1,L. Engleză 1-2,practica
15650,39,SATURDAY,33,10,FI-231,fr,2,7,39,Blaise Bates,1,L. Engleză 1-2,practica
15498,4,SATURDAY,33,10,FI-231,fr,2,1,4,Michael Phelps,1,PC,teorie
15499,4,SATURDAY,33,10,FI-231,fr,2,2,4,Michael Phelps,1,PC,teorie
15500,4,SATURDAY,33,10,FI-231,fr,2,3,4,Michael Phelps,1,PC,teorie
15501,4,SATURDAY,33,10,FI-231,fr,2,4,4,Michael Phelps,1,PC,teorie
15502,4,SATURDAY,33,10,FI-231,fr,2,5,4,Michael Phelps,1,PC,teorie
15503,4,SATURDAY,33,10,FI-231,fr,2,6,4,Michael Phelps,1,PC,teorie
15504,4,SATURDAY,33,10,FI-231,fr,2,7,4,Michael Phelps,1,PC,teorie
15519,4,SATURDAY,33,10,FI-231,fr,2,1,4,Michael Phelps,1,PC,practica
15520,4,SATURDAY,33,10,FI-231,fr,2,2,4,Michael Phelps,1,PC,practica
15521,4,SATURDAY,33,10,FI-231,fr,2,3,4,Michael Phelps,1,PC,practica
15522,4,SATURDAY,33,10,FI-231,fr,2,4,4,Michael Phelps,1,PC,practica
15523,4,SATURDAY,33,10,FI-231,fr,2,5,4,Michael Phelps,1,PC,practica
15524,4,SATURDAY,33,10,FI-231,fr,2,6,4,Michael Phelps,1,PC,practica
15525,4,SATURDAY,33,10,FI-231,fr,2,7,4,Michael Phelps,1,PC,practica
15544,4,SATURDAY,33,10,FI-231,fr,2,1,121,Hakeem Davenport,1,PC,lab
15545,4,SATURDAY,33,10,FI-231,fr,2,2,121,Hakeem Davenport,1,PC,lab
15546,4,SATURDAY,33,10,FI-231,fr,2,3,121,Hakeem Davenport,1,PC,lab
15547,4,SATURDAY,33,10,FI-231,fr,2,4,121,Hakeem Davenport,1,PC,lab
15548,4,SATURDAY,33,10,FI-231,fr,2,5,121,Hakeem Davenport,1,PC,lab
15549,4,SATURDAY,33,10,FI-231,fr,2,6,121,Hakeem Davenport,1,PC,lab
15550,4,SATURDAY,33,10,FI-231,fr,2,7,121,Hakeem Davenport,1,PC,lab
15666,40,SATURDAY,33,10,FI-231,fr,2,3,40,Madilyn Ramsey,1,Ed. Fizică 1-2,practica
15667,40,SATURDAY,33,10,FI-231,fr,2,6,40,Madilyn Ramsey,1,Ed. Fizică 1-2,practica
15668,40,SATURDAY,33,10,FI-231,fr,2,7,40,Madilyn Ramsey,1,Ed. Fizică 1-2,practica
15565,5,SATURDAY,33,10,FI-231,fr,2,1,5,Usain Bold,1,PSA,teorie
15566,5,SATURDAY,33,10,FI-231,fr,2,2,5,Usain Bold,1,PSA,teorie
15567,5,SATURDAY,33,10,FI-231,fr,2,3,5,Usain Bold,1,PSA,teorie
15568,5,SATURDAY,33,10,FI-231,fr,2,4,5,Usain Bold,1,PSA,teorie
15569,5,SATURDAY,33,10,FI-231,fr,2,5,5,Usain Bold,1,PSA,teorie
15570,5,SATURDAY,33,10,FI-231,fr,2,6,5,Usain Bold,1,PSA,teorie
15571,5,SATURDAY,33,10,FI-231,fr,2,7,5,Usain Bold,1,PSA,teorie
15586,5,SATURDAY,33,10,FI-231,fr,1,1,5,Usain Bold,1,PSA,practica
15587,5,SATURDAY,33,10,FI-231,fr,1,2,5,Usain Bold,1,PSA,practica
15588,5,SATURDAY,33,10,FI-231,fr,1,3,5,Usain Bold,1,PSA,practica
15589,5,SATURDAY,33,10,FI-231,fr,1,4,5,Usain Bold,1,PSA,practica
15590,5,SATURDAY,33,10,FI-231,fr,1,5,5,Usain Bold,1,PSA,practica
15591,5,SATURDAY,33,10,FI-231,fr,1,6,5,Usain Bold,1,PSA,practica
15592,5,SATURDAY,33,10,FI-231,fr,1,7,5,Usain Bold,1,PSA,practica
15607,5,SATURDAY,33,10,FI-231,fr,1,1,122,Adrianna Zimmerman,1,PSA,lab
15608,5,SATURDAY,33,10,FI-231,fr,1,2,122,Adrianna Zimmerman,1,PSA,lab
15609,5,SATURDAY,33,10,FI-231,fr,1,3,122,Adrianna Zimmerman,1,PSA,lab
15610,5,SATURDAY,33,10,FI-231,fr,1,6,122,Adrianna Zimmerman,1,PSA,lab
15611,5,SATURDAY,33,10,FI-231,fr,1,7,122,Adrianna Zimmerman,1,PSA,lab
15684,21,SATURDAY,34,32,FAF-231,eng,2,1,21,Tommy Grant,1,ALGA (FAF),teorie
15685,21,SATURDAY,34,32,FAF-231,eng,2,3,21,Tommy Grant,1,ALGA (FAF),teorie
15686,21,SATURDAY,34,32,FAF-231,eng,2,5,21,Tommy Grant,1,ALGA (FAF),teorie
15687,21,SATURDAY,34,32,FAF-231,eng,2,6,21,Tommy Grant,1,ALGA (FAF),teorie
15703,21,SATURDAY,34,32,FAF-231,eng,1,1,21,Tommy Grant,1,ALGA (FAF),practica
15704,21,SATURDAY,34,32,FAF-231,eng,1,3,21,Tommy Grant,1,ALGA (FAF),practica
15705,21,SATURDAY,34,32,FAF-231,eng,1,5,21,Tommy Grant,1,ALGA (FAF),practica
15706,21,SATURDAY,34,32,FAF-231,eng,1,6,21,Tommy Grant,1,ALGA (FAF),practica
15729,22,SATURDAY,34,32,FAF-231,eng,4,1,139,Tyson Horn,1,PCAIT (FAF),PBL
15747,23,SATURDAY,34,32,FAF-231,eng,2,1,23,Ayden Gutierrez,1,MD (FAF),teorie
15748,23,SATURDAY,34,32,FAF-231,eng,2,3,23,Ayden Gutierrez,1,MD (FAF),teorie
15749,23,SATURDAY,34,32,FAF-231,eng,2,4,23,Ayden Gutierrez,1,MD (FAF),teorie
15750,23,SATURDAY,34,32,FAF-231,eng,2,6,23,Ayden Gutierrez,1,MD (FAF),teorie
15751,23,SATURDAY,34,32,FAF-231,eng,2,7,23,Ayden Gutierrez,1,MD (FAF),teorie
15769,23,SATURDAY,34,32,FAF-231,eng,1,1,23,Ayden Gutierrez,1,MD (FAF),practica
15770,23,SATURDAY,34,32,FAF-231,eng,1,3,23,Ayden Gutierrez,1,MD (FAF),practica
15771,23,SATURDAY,34,32,FAF-231,eng,1,4,23,Ayden Gutierrez,1,MD (FAF),practica
15772,23,SATURDAY,34,32,FAF-231,eng,1,6,23,Ayden Gutierrez,1,MD (FAF),practica
15773,23,SATURDAY,34,32,FAF-231,eng,1,7,23,Ayden Gutierrez,1,MD (FAF),practica
15793,23,SATURDAY,34,32,FAF-231,eng,2,1,140,Avah Rodriguez,1,MD (FAF),lab
15794,23,SATURDAY,34,32,FAF-231,eng,2,4,140,Avah Rodriguez,1,MD (FAF),lab
15795,23,SATURDAY,34,32,FAF-231,eng,2,7,140,Avah Rodriguez,1,MD (FAF),lab
15812,24,SATURDAY,34,32,FAF-231,eng,2,1,24,Savannah Guzman,1,AM1 (FAF),teorie
15813,24,SATURDAY,34,32,FAF-231,eng,2,2,24,Savannah Guzman,1,AM1 (FAF),teorie
15814,24,SATURDAY,34,32,FAF-231,eng,2,3,24,Savannah Guzman,1,AM1 (FAF),teorie
15815,24,SATURDAY,34,32,FAF-231,eng,2,4,24,Savannah Guzman,1,AM1 (FAF),teorie
15816,24,SATURDAY,34,32,FAF-231,eng,2,6,24,Savannah Guzman,1,AM1 (FAF),teorie
15833,24,SATURDAY,34,32,FAF-231,eng,2,1,24,Savannah Guzman,1,AM1 (FAF),practica
15834,24,SATURDAY,34,32,FAF-231,eng,2,2,24,Savannah Guzman,1,AM1 (FAF),practica
15835,24,SATURDAY,34,32,FAF-231,eng,2,3,24,Savannah Guzman,1,AM1 (FAF),practica
15836,24,SATURDAY,34,32,FAF-231,eng,2,4,24,Savannah Guzman,1,AM1 (FAF),practica
15837,24,SATURDAY,34,32,FAF-231,eng,2,6,24,Savannah Guzman,1,AM1 (FAF),practica
15858,25,SATURDAY,34,32,FAF-231,eng,2,1,25,Jude Church,1,EIA (FAF),teorie
15859,25,SATURDAY,34,32,FAF-231,eng,2,3,25,Jude Church,1,EIA (FAF),teorie
15860,25,SATURDAY,34,32,FAF-231,eng,2,4,25,Jude Church,1,EIA (FAF),teorie
15861,25,SATURDAY,34,32,FAF-231,eng,2,5,25,Jude Church,1,EIA (FAF),teorie
15879,26,SATURDAY,34,32,FAF-231,eng,2,1,26,Ayleen Lambert,1,PSA (FAF),teorie
15880,26,SATURDAY,34,32,FAF-231,eng,2,7,26,Ayleen Lambert,1,PSA (FAF),teorie
15898,26,SATURDAY,34,32,FAF-231,eng,1,1,26,Ayleen Lambert,1,PSA (FAF),practica
15899,26,SATURDAY,34,32,FAF-231,eng,1,7,26,Ayleen Lambert,1,PSA (FAF),practica
15915,26,SATURDAY,34,32,FAF-231,eng,1,2,143,Arian Delarosa,1,PSA (FAF),lab
15916,26,SATURDAY,34,32,FAF-231,eng,1,3,143,Arian Delarosa,1,PSA (FAF),lab
15917,26,SATURDAY,34,32,FAF-231,eng,1,4,143,Arian Delarosa,1,PSA (FAF),lab
15918,26,SATURDAY,34,32,FAF-231,eng,1,5,143,Arian Delarosa,1,PSA (FAF),lab
15919,26,SATURDAY,34,32,FAF-231,eng,1,6,143,Arian Delarosa,1,PSA (FAF),lab
15920,26,SATURDAY,34,32,FAF-231,eng,1,7,143,Arian Delarosa,1,PSA (FAF),lab
15936,27,SATURDAY,34,32,FAF-231,eng,2,2,27,Mario Espinoza,1,PC (FAF),teorie
15937,27,SATURDAY,34,32,FAF-231,eng,2,4,27,Mario Espinoza,1,PC (FAF),teorie
15938,27,SATURDAY,34,32,FAF-231,eng,2,6,27,Mario Espinoza,1,PC (FAF),teorie
15939,27,SATURDAY,34,32,FAF-231,eng,2,7,27,Mario Espinoza,1,PC (FAF),teorie
15955,27,SATURDAY,34,32,FAF-231,eng,2,2,27,Mario Espinoza,1,PC (FAF),practica
15956,27,SATURDAY,34,32,FAF-231,eng,2,4,27,Mario Espinoza,1,PC (FAF),practica
15957,27,SATURDAY,34,32,FAF-231,eng,2,6,27,Mario Espinoza,1,PC (FAF),practica
15958,27,SATURDAY,34,32,FAF-231,eng,2,7,27,Mario Espinoza,1,PC (FAF),practica
15974,27,SATURDAY,34,32,FAF-231,eng,2,5,144,Iyla Mayo,1,PC (FAF),lab
15975,27,SATURDAY,34,32,FAF-231,eng,2,6,144,Iyla Mayo,1,PC (FAF),lab
15976,27,SATURDAY,34,32,FAF-231,eng,2,7,144,Iyla Mayo,1,PC (FAF),lab
15994,28,SATURDAY,34,32,FAF-231,eng,2,2,28,Lucille Archer,1,L. Engleza (FAF),practica
15995,28,SATURDAY,34,32,FAF-231,eng,2,4,28,Lucille Archer,1,L. Engleza (FAF),practica
15996,28,SATURDAY,34,32,FAF-231,eng,2,5,28,Lucille Archer,1,L. Engleza (FAF),practica
15997,28,SATURDAY,34,32,FAF-231,eng,2,7,28,Lucille Archer,1,L. Engleza (FAF),practica
16013,21,SATURDAY,35,32,FAF-232,eng,2,1,21,Tommy Grant,1,ALGA (FAF),teorie
16014,21,SATURDAY,35,32,FAF-232,eng,2,3,21,Tommy Grant,1,ALGA (FAF),teorie
16015,21,SATURDAY,35,32,FAF-232,eng,2,5,21,Tommy Grant,1,ALGA (FAF),teorie
16016,21,SATURDAY,35,32,FAF-232,eng,2,6,21,Tommy Grant,1,ALGA (FAF),teorie
16032,21,SATURDAY,35,32,FAF-232,eng,1,1,21,Tommy Grant,1,ALGA (FAF),practica
16033,21,SATURDAY,35,32,FAF-232,eng,1,3,21,Tommy Grant,1,ALGA (FAF),practica
16034,21,SATURDAY,35,32,FAF-232,eng,1,5,21,Tommy Grant,1,ALGA (FAF),practica
16035,21,SATURDAY,35,32,FAF-232,eng,1,6,21,Tommy Grant,1,ALGA (FAF),practica
16058,22,SATURDAY,35,32,FAF-232,eng,4,1,139,Tyson Horn,1,PCAIT (FAF),PBL
16076,23,SATURDAY,35,32,FAF-232,eng,2,1,23,Ayden Gutierrez,1,MD (FAF),teorie
16077,23,SATURDAY,35,32,FAF-232,eng,2,3,23,Ayden Gutierrez,1,MD (FAF),teorie
16078,23,SATURDAY,35,32,FAF-232,eng,2,4,23,Ayden Gutierrez,1,MD (FAF),teorie
16079,23,SATURDAY,35,32,FAF-232,eng,2,6,23,Ayden Gutierrez,1,MD (FAF),teorie
16080,23,SATURDAY,35,32,FAF-232,eng,2,7,23,Ayden Gutierrez,1,MD (FAF),teorie
16098,23,SATURDAY,35,32,FAF-232,eng,1,1,23,Ayden Gutierrez,1,MD (FAF),practica
16099,23,SATURDAY,35,32,FAF-232,eng,1,3,23,Ayden Gutierrez,1,MD (FAF),practica
16100,23,SATURDAY,35,32,FAF-232,eng,1,4,23,Ayden Gutierrez,1,MD (FAF),practica
16101,23,SATURDAY,35,32,FAF-232,eng,1,6,23,Ayden Gutierrez,1,MD (FAF),practica
16102,23,SATURDAY,35,32,FAF-232,eng,1,7,23,Ayden Gutierrez,1,MD (FAF),practica
16122,23,SATURDAY,35,32,FAF-232,eng,2,1,140,Avah Rodriguez,1,MD (FAF),lab
16123,23,SATURDAY,35,32,FAF-232,eng,2,4,140,Avah Rodriguez,1,MD (FAF),lab
16124,23,SATURDAY,35,32,FAF-232,eng,2,7,140,Avah Rodriguez,1,MD (FAF),lab
16141,24,SATURDAY,35,32,FAF-232,eng,2,1,24,Savannah Guzman,1,AM1 (FAF),teorie
16142,24,SATURDAY,35,32,FAF-232,eng,2,2,24,Savannah Guzman,1,AM1 (FAF),teorie
16143,24,SATURDAY,35,32,FAF-232,eng,2,3,24,Savannah Guzman,1,AM1 (FAF),teorie
16144,24,SATURDAY,35,32,FAF-232,eng,2,4,24,Savannah Guzman,1,AM1 (FAF),teorie
16145,24,SATURDAY,35,32,FAF-232,eng,2,6,24,Savannah Guzman,1,AM1 (FAF),teorie
16162,24,SATURDAY,35,32,FAF-232,eng,2,1,24,Savannah Guzman,1,AM1 (FAF),practica
16163,24,SATURDAY,35,32,FAF-232,eng,2,2,24,Savannah Guzman,1,AM1 (FAF),practica
16164,24,SATURDAY,35,32,FAF-232,eng,2,3,24,Savannah Guzman,1,AM1 (FAF),practica
16165,24,SATURDAY,35,32,FAF-232,eng,2,4,24,Savannah Guzman,1,AM1 (FAF),practica
16166,24,SATURDAY,35,32,FAF-232,eng,2,6,24,Savannah Guzman,1,AM1 (FAF),practica
16187,25,SATURDAY,35,32,FAF-232,eng,2,1,25,Jude Church,1,EIA (FAF),teorie
16188,25,SATURDAY,35,32,FAF-232,eng,2,3,25,Jude Church,1,EIA (FAF),teorie
16189,25,SATURDAY,35,32,FAF-232,eng,2,4,25,Jude Church,1,EIA (FAF),teorie
16190,25,SATURDAY,35,32,FAF-232,eng,2,5,25,Jude Church,1,EIA (FAF),teorie
16208,26,SATURDAY,35,32,FAF-232,eng,2,1,26,Ayleen Lambert,1,PSA (FAF),teorie
16209,26,SATURDAY,35,32,FAF-232,eng,2,7,26,Ayleen Lambert,1,PSA (FAF),teorie
16227,26,SATURDAY,35,32,FAF-232,eng,1,1,26,Ayleen Lambert,1,PSA (FAF),practica
16228,26,SATURDAY,35,32,FAF-232,eng,1,7,26,Ayleen Lambert,1,PSA (FAF),practica
16244,26,SATURDAY,35,32,FAF-232,eng,1,2,143,Arian Delarosa,1,PSA (FAF),lab
16245,26,SATURDAY,35,32,FAF-232,eng,1,3,143,Arian Delarosa,1,PSA (FAF),lab
16246,26,SATURDAY,35,32,FAF-232,eng,1,4,143,Arian Delarosa,1,PSA (FAF),lab
16247,26,SATURDAY,35,32,FAF-232,eng,1,5,143,Arian Delarosa,1,PSA (FAF),lab
16248,26,SATURDAY,35,32,FAF-232,eng,1,6,143,Arian Delarosa,1,PSA (FAF),lab
16249,26,SATURDAY,35,32,FAF-232,eng,1,7,143,Arian Delarosa,1,PSA (FAF),lab
16265,27,SATURDAY,35,32,FAF-232,eng,2,2,27,Mario Espinoza,1,PC (FAF),teorie
16266,27,SATURDAY,35,32,FAF-232,eng,2,4,27,Mario Espinoza,1,PC (FAF),teorie
16267,27,SATURDAY,35,32,FAF-232,eng,2,6,27,Mario Espinoza,1,PC (FAF),teorie
16268,27,SATURDAY,35,32,FAF-232,eng,2,7,27,Mario Espinoza,1,PC (FAF),teorie
16284,27,SATURDAY,35,32,FAF-232,eng,2,2,27,Mario Espinoza,1,PC (FAF),practica
16285,27,SATURDAY,35,32,FAF-232,eng,2,4,27,Mario Espinoza,1,PC (FAF),practica
16286,27,SATURDAY,35,32,FAF-232,eng,2,6,27,Mario Espinoza,1,PC (FAF),practica
16287,27,SATURDAY,35,32,FAF-232,eng,2,7,27,Mario Espinoza,1,PC (FAF),practica
16303,27,SATURDAY,35,32,FAF-232,eng,2,5,144,Iyla Mayo,1,PC (FAF),lab
16304,27,SATURDAY,35,32,FAF-232,eng,2,6,144,Iyla Mayo,1,PC (FAF),lab
16305,27,SATURDAY,35,32,FAF-232,eng,2,7,144,Iyla Mayo,1,PC (FAF),lab
16323,28,SATURDAY,35,32,FAF-232,eng,2,2,28,Lucille Archer,1,L. Engleza (FAF),practica
16324,28,SATURDAY,35,32,FAF-232,eng,2,4,28,Lucille Archer,1,L. Engleza (FAF),practica
16325,28,SATURDAY,35,32,FAF-232,eng,2,5,28,Lucille Archer,1,L. Engleza (FAF),practica
16326,28,SATURDAY,35,32,FAF-232,eng,2,7,28,Lucille Archer,1,L. Engleza (FAF),practica
16342,21,SATURDAY,36,31,FAF-233,eng,2,1,21,Tommy Grant,1,ALGA (FAF),teorie
16343,21,SATURDAY,36,31,FAF-233,eng,2,3,21,Tommy Grant,1,ALGA (FAF),teorie
16344,21,SATURDAY,36,31,FAF-233,eng,2,5,21,Tommy Grant,1,ALGA (FAF),teorie
16345,21,SATURDAY,36,31,FAF-233,eng,2,6,21,Tommy Grant,1,ALGA (FAF),teorie
16361,21,SATURDAY,36,31,FAF-233,eng,1,1,21,Tommy Grant,1,ALGA (FAF),practica
16362,21,SATURDAY,36,31,FAF-233,eng,1,3,21,Tommy Grant,1,ALGA (FAF),practica
16363,21,SATURDAY,36,31,FAF-233,eng,1,5,21,Tommy Grant,1,ALGA (FAF),practica
16364,21,SATURDAY,36,31,FAF-233,eng,1,6,21,Tommy Grant,1,ALGA (FAF),practica
16387,22,SATURDAY,36,31,FAF-233,eng,4,1,139,Tyson Horn,1,PCAIT (FAF),PBL
16405,23,SATURDAY,36,31,FAF-233,eng,2,1,23,Ayden Gutierrez,1,MD (FAF),teorie
16406,23,SATURDAY,36,31,FAF-233,eng,2,3,23,Ayden Gutierrez,1,MD (FAF),teorie
16407,23,SATURDAY,36,31,FAF-233,eng,2,4,23,Ayden Gutierrez,1,MD (FAF),teorie
16408,23,SATURDAY,36,31,FAF-233,eng,2,6,23,Ayden Gutierrez,1,MD (FAF),teorie
16409,23,SATURDAY,36,31,FAF-233,eng,2,7,23,Ayden Gutierrez,1,MD (FAF),teorie
16427,23,SATURDAY,36,31,FAF-233,eng,1,1,23,Ayden Gutierrez,1,MD (FAF),practica
16428,23,SATURDAY,36,31,FAF-233,eng,1,3,23,Ayden Gutierrez,1,MD (FAF),practica
16429,23,SATURDAY,36,31,FAF-233,eng,1,4,23,Ayden Gutierrez,1,MD (FAF),practica
16430,23,SATURDAY,36,31,FAF-233,eng,1,6,23,Ayden Gutierrez,1,MD (FAF),practica
16431,23,SATURDAY,36,31,FAF-233,eng,1,7,23,Ayden Gutierrez,1,MD (FAF),practica
16451,23,SATURDAY,36,31,FAF-233,eng,2,1,140,Avah Rodriguez,1,MD (FAF),lab
16452,23,SATURDAY,36,31,FAF-233,eng,2,4,140,Avah Rodriguez,1,MD (FAF),lab
16453,23,SATURDAY,36,31,FAF-233,eng,2,7,140,Avah Rodriguez,1,MD (FAF),lab
16470,24,SATURDAY,36,31,FAF-233,eng,2,1,24,Savannah Guzman,1,AM1 (FAF),teorie
16471,24,SATURDAY,36,31,FAF-233,eng,2,2,24,Savannah Guzman,1,AM1 (FAF),teorie
16472,24,SATURDAY,36,31,FAF-233,eng,2,3,24,Savannah Guzman,1,AM1 (FAF),teorie
16473,24,SATURDAY,36,31,FAF-233,eng,2,4,24,Savannah Guzman,1,AM1 (FAF),teorie
16474,24,SATURDAY,36,31,FAF-233,eng,2,6,24,Savannah Guzman,1,AM1 (FAF),teorie
16491,24,SATURDAY,36,31,FAF-233,eng,2,1,24,Savannah Guzman,1,AM1 (FAF),practica
16492,24,SATURDAY,36,31,FAF-233,eng,2,2,24,Savannah Guzman,1,AM1 (FAF),practica
16493,24,SATURDAY,36,31,FAF-233,eng,2,3,24,Savannah Guzman,1,AM1 (FAF),practica
16494,24,SATURDAY,36,31,FAF-233,eng,2,4,24,Savannah Guzman,1,AM1 (FAF),practica
16495,24,SATURDAY,36,31,FAF-233,eng,2,6,24,Savannah Guzman,1,AM1 (FAF),practica
16516,25,SATURDAY,36,31,FAF-233,eng,2,1,25,Jude Church,1,EIA (FAF),teorie
16517,25,SATURDAY,36,31,FAF-233,eng,2,3,25,Jude Church,1,EIA (FAF),teorie
16518,25,SATURDAY,36,31,FAF-233,eng,2,4,25,Jude Church,1,EIA (FAF),teorie
16519,25,SATURDAY,36,31,FAF-233,eng,2,5,25,Jude Church,1,EIA (FAF),teorie
16537,26,SATURDAY,36,31,FAF-233,eng,2,1,26,Ayleen Lambert,1,PSA (FAF),teorie
16538,26,SATURDAY,36,31,FAF-233,eng,2,7,26,Ayleen Lambert,1,PSA (FAF),teorie
16556,26,SATURDAY,36,31,FAF-233,eng,1,1,26,Ayleen Lambert,1,PSA (FAF),practica
16557,26,SATURDAY,36,31,FAF-233,eng,1,7,26,Ayleen Lambert,1,PSA (FAF),practica
16573,26,SATURDAY,36,31,FAF-233,eng,1,2,143,Arian Delarosa,1,PSA (FAF),lab
16574,26,SATURDAY,36,31,FAF-233,eng,1,3,143,Arian Delarosa,1,PSA (FAF),lab
16575,26,SATURDAY,36,31,FAF-233,eng,1,4,143,Arian Delarosa,1,PSA (FAF),lab
16576,26,SATURDAY,36,31,FAF-233,eng,1,5,143,Arian Delarosa,1,PSA (FAF),lab
16577,26,SATURDAY,36,31,FAF-233,eng,1,6,143,Arian Delarosa,1,PSA (FAF),lab
16578,26,SATURDAY,36,31,FAF-233,eng,1,7,143,Arian Delarosa,1,PSA (FAF),lab
16594,27,SATURDAY,36,31,FAF-233,eng,2,2,27,Mario Espinoza,1,PC (FAF),teorie
16595,27,SATURDAY,36,31,FAF-233,eng,2,4,27,Mario Espinoza,1,PC (FAF),teorie
16596,27,SATURDAY,36,31,FAF-233,eng,2,6,27,Mario Espinoza,1,PC (FAF),teorie
16597,27,SATURDAY,36,31,FAF-233,eng,2,7,27,Mario Espinoza,1,PC (FAF),teorie
16613,27,SATURDAY,36,31,FAF-233,eng,2,2,27,Mario Espinoza,1,PC (FAF),practica
16614,27,SATURDAY,36,31,FAF-233,eng,2,4,27,Mario Espinoza,1,PC (FAF),practica
16615,27,SATURDAY,36,31,FAF-233,eng,2,6,27,Mario Espinoza,1,PC (FAF),practica
16616,27,SATURDAY,36,31,FAF-233,eng,2,7,27,Mario Espinoza,1,PC (FAF),practica
16632,27,SATURDAY,36,31,FAF-233,eng,2,5,144,Iyla Mayo,1,PC (FAF),lab
16633,27,SATURDAY,36,31,FAF-233,eng,2,6,144,Iyla Mayo,1,PC (FAF),lab
16634,27,SATURDAY,36,31,FAF-233,eng,2,7,144,Iyla Mayo,1,PC (FAF),lab
16652,28,SATURDAY,36,31,FAF-233,eng,2,2,28,Lucille Archer,1,L. Engleza (FAF),practica
16653,28,SATURDAY,36,31,FAF-233,eng,2,4,28,Lucille Archer,1,L. Engleza (FAF),practica
16654,28,SATURDAY,36,31,FAF-233,eng,2,5,28,Lucille Archer,1,L. Engleza (FAF),practica
16655,28,SATURDAY,36,31,FAF-233,eng,2,7,28,Lucille Archer,1,L. Engleza (FAF),practica
17081,115,SATURDAY,37,16,AI-221,ro,2,3,115,Ishaan Novak,3,Ed. Fizică3,practica
17082,115,SATURDAY,37,16,AI-221,ro,2,4,115,Ishaan Novak,3,Ed. Fizică3,practica
17083,115,SATURDAY,37,16,AI-221,ro,2,6,115,Ishaan Novak,3,Ed. Fizică3,practica
17084,115,SATURDAY,37,16,AI-221,ro,2,7,115,Ishaan Novak,3,Ed. Fizică3,practica
16708,41,SATURDAY,37,16,AI-221,ro,3,3,41,Luciano Harrell,3,CDE,teorie
16709,41,SATURDAY,37,16,AI-221,ro,3,5,41,Luciano Harrell,3,CDE,teorie
16728,41,SATURDAY,37,16,AI-221,ro,2,1,158,Annabelle Davis,3,CDE,lab
16729,41,SATURDAY,37,16,AI-221,ro,2,3,158,Annabelle Davis,3,CDE,lab
16730,41,SATURDAY,37,16,AI-221,ro,2,4,158,Annabelle Davis,3,CDE,lab
16731,41,SATURDAY,37,16,AI-221,ro,2,5,158,Annabelle Davis,3,CDE,lab
16732,41,SATURDAY,37,16,AI-221,ro,2,7,158,Annabelle Davis,3,CDE,lab
16796,42,SATURDAY,37,16,AI-221,ro,2,3,42,Kara Whitney,3,POO,teorie
16797,42,SATURDAY,37,16,AI-221,ro,2,4,42,Kara Whitney,3,POO,teorie
16798,42,SATURDAY,37,16,AI-221,ro,2,5,42,Kara Whitney,3,POO,teorie
16799,42,SATURDAY,37,16,AI-221,ro,2,6,42,Kara Whitney,3,POO,teorie
16819,42,SATURDAY,37,16,AI-221,ro,1,3,42,Kara Whitney,3,POO,practica
16820,42,SATURDAY,37,16,AI-221,ro,1,4,42,Kara Whitney,3,POO,practica
16821,42,SATURDAY,37,16,AI-221,ro,1,5,42,Kara Whitney,3,POO,practica
16822,42,SATURDAY,37,16,AI-221,ro,1,6,42,Kara Whitney,3,POO,practica
